Ticker,Short Name,Name,Market Cap,Price:D-1,P/E,Total Return YTD,Revenue T12M,EPS T12M,Ticker name 3,Ticker name 2,len,Ticker name
266 HK Equity,TIAN TECK LAND,_„_w_a_£,3992494592,8.409999847,6.90988493,-2.209308386,672161984,1.217096969,266,266.HK,3,0266.HK
28 HK Equity,TIAN AN CHINA IN,_„_w,6072281088,4.03000021,2.335412979,-4.523184299,1029359040,1.725605011,28,28.HK,2,0028.HK
186 HK Equity,GRANDE HLDG,_Å¡“_¡_ë,288332416,0.179000005,,-0.159306318,444000000,-0.157024473,186,186.HK,3,0186.HK
321 HK Equity,TEXWINCA HLDG,_w´Ì¬ë_¡_ë,10362721280,7.5,13.25835609,-7.521574497,9705940992,0.565680981,321,321.HK,3,0321.HK
277 HK Equity,TERN PROPERTIES,_îÀ_ümá~,1323361664,4.300000191,8.373905182,-12.24489594,103107000,0.513499996,277,277.HK,3,0277.HK
93 HK Equity,TERMBRAY INDUS,TERMBRAY IND,1468232320,0.75,,31.57894897,7529000,-0.082275003,93,93.HK,2,0093.HK
661 HK Equity,CHINA DAYE NON-F,__¡ê_j_M___‰»Ö€_,2093782784,0.116999999,,-17.6056366,48542028776,-0.06716757,661,661.HK,3,0661.HK
511 HK Equity,TVB,_qµ¿_s__,12920999936,29.5,,-7.668233871,4454724992,3.038230896,511,511.HK,3,0511.HK
669 HK Equity,TECHTRONIC IND,__Â“_êá~,56031203328,30.54999924,20.30928421,-3.322788477,39057686945,1.501175614,669,669.HK,3,0669.HK
680 HK Equity,NAN HAI CORP LTD,Çn¨Ÿ±±»„,14209626112,0.207000002,59.48276138,21.05262947,4200116992,0.00348,680,680.HK,3,0680.HK
91 HK Equity,INTERNATIONAL ST,__á‚üêá_±±»„,831073920,0.143999994,,5.882342815,58229000,-0.089777931,91,91.HK,2,0091.HK
89 HK Equity,TAI SANG LAND DE,_j´ê_a_£,1142048640,3.970000029,1.572601676,-5.023918629,278891008,0.914979041,89,89.HK,2,0089.HK
146 HK Equity,TAI PING CARPETS,_î´__aË…,407399968,1.919999957,21.49814796,-14.66666889,1313006976,0.08931002,146,146.HK,3,0146.HK
88 HK Equity,TAI CHEUNG HLDGS,TAI CHEUNG HOLD,3581682176,5.800000191,10.13986015,-6.602252007,805000032,0.572000012,88,88.HK,2,0088.HK
663 HK Equity,KING STONE ENERG,»Ö_søˆá_,1787564160,0.254999995,1.347352982,21.42857361,45360000,0.613999993,663,663.HK,3,0663.HK
535 HK Equity,GEMDALE PROPERTI,»Ö_a¡îüm,6238419968,0.395000011,4.762052059,-20.09314728,5189031054,0.085544368,535,535.HK,3,0535.HK
86 HK Equity,SUN HUNG KAI CO,ásåE¡˜__´q,10046281728,4.539999962,15.23147488,-8.179774284,5245000192,1.733066961,86,86.HK,2,0086.HK
254 HK Equity,NATIONAL UNITED,¡ê¨açp_Xüêá_,1275942272,0.199000001,,-16.7363987,382788984,-0.01758,254,254.HK,3,0254.HK
211 HK Equity,STYLAND HLDGS,_j_‰_¡_ë,1658007680,0.379999995,30.64516068,-7.317073345,66493000,0.0124,211,211.HK,3,0211.HK
84 HK Equity,STELUX HLDG INTL,€_´œ_êá~,638349184,0.610000014,,7.017547607,3726704000,-0.044442998,84,84.HK,2,0084.HK
485 HK Equity,SHIHUA DEVELOPME,_êµ¯µo¨i,657127936,0.180000007,,11.84237003,409114000,-0.047662616,485,485.HK,3,0485.HK
383 HK Equity,CHINA MEDICAL &,__¡êåŒË¿_™µü,6226431488,0.430000007,66.153862,-21.81818199,1620966976,0.006499998,383,383.HK,3,0383.HK
326 HK Equity,CHINA STAR LTD,__¡êÂP_¡_ë,527172448,0.699999988,3.934639931,-10.25640869,1044506016,0.177907004,326,326.HK,3,0326.HK
252 HK Equity,SOUTHEAST ASIA P,µ¯ÇH_a_£¡]¡é,700088704,3.220000029,19.90111351,-5.294119358,501410688,0.161799995,252,252.HK,3,0252.HK
250 HK Equity,SINO-I TECHNOLOG,__¡ê_®_XÇH¨_,2051193984,0.103,42.88093185,-12.71186447,808287008,0.002402,250,250.HK,3,0250.HK
583 HK Equity,SCMP GROUP LTD,Çnµ¯___¿_¡_ë,,1.769999981,,0,1192555008,0.202599995,583,583.HK,3,0583.HK
413 HK Equity,SOUTH CHINA HOLD,Çnµ¯_¡_ë±±»„,3287500544,0.550000012,20.8396492,-9.836065292,3406501120,0.026392,413,413.HK,3,0413.HK
265 HK Equity,ORIENT VICTORY,»F_î__¡ê,2846785792,0.241999999,,-39.5,66444000,0.000144,265,265.HK,3,0265.HK
529 HK Equity,SIS INTL.,ásËs¡êÈò_¡_ë,1087669376,3.920000076,4.516129017,-9.048721313,1145779968,0.868000016,529,529.HK,3,0529.HK
83 HK Equity,SINO LAND,ÇH©Mümá~,70661046272,11.46000004,7.320999622,2.010839939,22046453248,1.56536001,83,83.HK,2,0083.HK
666 HK Equity,SHK HK INDUSTRIE,ás_u_‘üê,760665280,0.185000002,3.845114708,-14.35185337,296521000,-0.025200002,666,666.HK,3,0666.HK
245 HK Equity,CHINA MINSHENG F,__¡ê´ç´ê»ÖÀ€,19959830528,0.689999998,,-27.36841965,201091000,-0.007287,245,245.HK,3,0245.HK
233 HK Equity,MINGYUAN MEDICA,Èæá_åŒË¿,1008295360,0.230000004,,0,425001984,-0.126000009,233,233.HK,3,0233.HK
244 HK Equity,SINCERE CO LTD,´_ÂI,267053216,0.465000004,,5.681819439,366951008,-0.459999993,244,244.HK,3,0244.HK
336 HK Equity,HUABAO INTL,µ¯€_¡êÈò,9537439744,3.069999933,6.079460621,8.480566025,3868368000,0.504978999,336,336.HK,3,0336.HK
242 HK Equity,SHUN TAK HOLDING,ÇH_w_¡_ë,7119369728,2.339999914,9.570669174,-19.86301804,4115863040,0.244497001,242,242.HK,3,0242.HK
517 HK Equity,COSCO INTERNATIO,__Èá¡êÈò±±»„,5702594048,3.720000029,16.9811058,-9.489053726,5999645952,0.219067007,517,517.HK,3,0517.HK
253 HK Equity,SHUN HO RESOURCE,__È¬üêá__¡_ë,776140288,2.549999952,7.219705105,-1.544400096,561827008,0.353200004,253,253.HK,3,0253.HK
219 HK Equity,SHUN HO TECH HLD,__È¬Â“__,1507358592,2.599999905,7.537848473,-5.797104359,561827008,0.344926,219,219.HK,3,0219.HK
650 HK Equity,SHUN CHEONG HLDG,__©Ö_¡_ë,607820480,1.75,,-38.16254425,73669000,-0.609529983,650,650.HK,3,0650.HK
241 HK Equity,ALIBABA HEALTH,»Ÿ¬_¡á±d,44151873536,5.400000095,,0.746267915,39904000,-0.023696,241,241.HK,3,0241.HK
81 HK Equity,CHINA OVERSEAS G,__¡ê¨Ÿ´~_ÈÂv_¡_ë,5431731200,2.380000114,6.376594067,-27.43902016,16613886976,0.373240009,81,81.HK,2,0081.HK
736 HK Equity,CHINA PPT INV,__¡êümá~_‘üê,236078496,0.243000001,,-55.4128418,23681637.48,-0.113603147,736,736.HK,3,0736.HK
269 HK Equity,CRTG,__¡êüêá_´__q,796782720,0.118000001,,-35.16483307,4134042880,-0.617175004,269,269.HK,3,0269.HK
240 HK Equity,BUILD KING HOLD,_Q¡˜±±»„,397400960,0.319999993,5.714285374,-8.571429253,4571628800,0.076000001,240,240.HK,3,0240.HK
506 HK Equity,CHINA FOODS LTD,__¡ê__Ç~,7608447488,2.720000029,42.80700684,-20.46783638,27842169856,0.028319001,506,506.HK,3,0506.HK
251 HK Equity,SEA HOLDINGS,__Çz±±»„,14019672064,20.64999962,9.783164024,72.08332825,732696000,2.110769004,251,251.HK,3,0251.HK
521 HK Equity,HNA INTERNATIONA,¨Ÿøè¡êÈò_‘üê,5015998464,0.439999998,,0,336868992,-0.046563074,521,521.HK,3,0521.HK
236 HK Equity,SAN MIGUEL BREWE,_È«_´ê_O¡ˆ,440813248,1.179999948,,-8.527132988,569502016,-0.042836001,236,236.HK,3,0236.HK
451 HK Equity,GCL NEWENERGY,¬—¿æásøˆá_,6389694464,0.335000008,19.04572296,-26.37362671,2154580736,0.017589252,451,451.HK,3,0451.HK
237 HK Equity,SAFETY GODOWN CO,_w´__f_†,2943000064,21.79999924,5.08158493,14.85774422,162748000,4.290000081,237,237.HK,3,0237.HK
281 HK Equity,RIVERA HLDG,_t»e_¡_ë,1121675008,0.430000007,6.443685055,8.860758781,1955000,0.066732001,281,281.HK,3,0281.HK
622 HK Equity,ENERCHINA HOLDIN,Çåµ¯_F±±»„,2158153984,0.300000012,2.884615421,-33.33332825,53429000,0.104000002,622,622.HK,3,0622.HK
78 HK Equity,REGAL HOTEL INTL,«IÈ¬¡s©±,3141777920,3.400000095,26.39628601,-26.88171959,2471799936,0.128806003,78,78.HK,2,0078.HK
229 HK Equity,RAYMOND INDL LTD,_Q´ç_êá~,459592576,0.959999979,11.79448032,0,988449120,0.081394002,229,229.HK,3,0229.HK
243 HK Equity,QPL INTL,Ç~_è¡êÈò,1466572416,0.649999976,18.0964489,-23.26085281,273539000,0.035918648,243,243.HK,3,0243.HK
227 HK Equity,FIRST SHANGHAI,_€_@_W¨Ÿ,1603439488,1.129999995,11.75002575,-12.40309811,491922992,0.096170001,227,227.HK,3,0227.HK
205 HK Equity,SEEC MEDIA GROUP,¡]¡T_‚«C,745704832,0.116999999,,-9.302321434,286683008,-0.106060498,205,205.HK,3,0205.HK
679 HK Equity,ASIA TELE-NET,¬éÂwçp_™Â“__,315582912,0.74000001,10.87803459,7.246378422,423806000,0.068026998,679,679.HK,3,0679.HK
225 HK Equity,POKFULAM DEV CO,_Í«Iç{ümá~,1353002880,12.27999973,7.846319199,2.504175425,132473000,1.565065026,225,225.HK,3,0225.HK
75 HK Equity,YT REALTY GROUP,«Ÿ_î_a_£,3118273792,3.900000095,5.835947037,39.98006058,218691000,0.668272018,75,75.HK,2,0075.HK
224 HK Equity,PIONEER GLOBAL,Ç¯´ê¡êÈò,1304063744,1.129999995,1.580110192,-8.870968819,239786000,0.715139985,224,224.HK,3,0224.HK
752 HK Equity,PICO FAR EAST,µ__JÈá»F,2509528320,2.049999952,9.096879005,2.142859459,4216163968,0.225352004,752,752.HK,3,0752.HK
765 HK Equity,PERFECTECH INTL,Çåµo¡êÈò,565577856,1.730000019,,6.134970665,198088000,-0.052799999,765,765.HK,3,0765.HK
282 HK Equity,NEXT DIGITAL LTD,_Ÿ_‚«C,1094137600,0.449999988,,-10.00000191,2638081920,-0.026318999,282,282.HK,3,0282.HK
135 HK Equity,KUNLUN ENERGY,©¿¬òøˆá_,49322303488,6.110000134,359.6443176,-10.5853653,41640998912,0.016989008,135,135.HK,3,0135.HK
431 HK Equity,GREATER CHINA FI,_j__µ¯»ÖÀ€,840931904,0.25999999,4.660127163,-81.42857361,115956000,0.055792466,431,431.HK,3,0431.HK
495 HK Equity,PALADIN LTD,_æ_Q_j,417835552,0.314999998,0.534108281,-1.562498569,3222000,0.589768015,495,495.HK,3,0495.HK
239 HK Equity,PAK FAH YEOW INT,´Í»‡»o,1221628800,3.920000076,21.92279434,-8.373671532,181389000,0.17880933,239,239.HK,3,0239.HK
295 HK Equity,KONG SUN HLDGS,_À_s±±»„,5836132352,0.389999986,111.4604111,-39.0625,1037253408,0.003499,295,295.HK,3,0295.HK
18 HK Equity,ORIENTAL PRESS G,»F_è_¿á~_¡_ë,1726500864,0.720000029,207.9122162,-17.24137688,1246523008,0.003463,18,18.HK,2,0018.HK
316 HK Equity,ORIENT OVERSEAS,»F_è¨Ÿ´~¡êÈò,17490923520,27.95000076,7.937968731,-24.59679985,46155089163,3.51440412,316,316.HK,3,0316.HK
217 HK Equity,CHINA CHENGTONG,__¡êüó_qµo¨i_¡_ë,3369066240,0.579999983,37.30623245,-34.83146286,547829984,0.015547,217,217.HK,3,0217.HK
497 HK Equity,CSI PROPERTIES,üê´Èµ____a_£,2428975616,0.241999999,4.088114262,-8.67924118,612532000,0.059196,497,497.HK,3,0497.HK
332 HK Equity,YUANHENG GAS,_ü_‘ÀU¨_,3296508416,0.579999983,157.8231201,-1.694913745,5364624128,0.003675,332,332.HK,3,0332.HK
213 HK Equity,NATL ELEC HLDGS,_…çn_q_l,907701184,0.889999986,11.13183117,-3.260872841,1242718080,0.079950908,213,213.HK,3,0213.HK
212 HK Equity,NANYANG HLDGS,ÇnÂv¡êÈò,1445259776,41,9.210500717,-2.380952358,125109000,4.45144093,212,212.HK,3,0212.HK
182 HK Equity,CONCORD NE,¬—_Xásøˆá_,3494678016,0.400000006,6.980803013,-13.97849369,4321302016,0.0573,182,182.HK,3,0182.HK
542 HK Equity,CENERIC HOLDINGS,ásË_¡“_¡_ë,852245696,0.150000006,11.85864544,-5.66037035,92493000,-0.025800001,542,542.HK,3,0542.HK
71 HK Equity,MIRAMAR HOT &INV,ÂŸ€Rµ¯¡s©±,8219942400,14.23999977,6.076054573,3.790083885,3250775040,2.343625963,71,71.HK,2,0071.HK
685 HK Equity,MEDIA CHINESE,´@Âƒµ¯_Œ«CÅ_,2125917696,1.25999999,10.39728546,11.5044241,2829991655,0.120931033,685,685.HK,3,0685.HK
222 HK Equity,MIN XIN HLDGS,ÈïÇH_¡_ë,3193029120,6.949999809,6.689510345,-0.714288414,231637000,1.038939983,222,222.HK,3,0222.HK
200 HK Equity,MELCO INTL DEV,ásËò¡êÈòµo¨i,13131173888,8.489999771,129.8681488,-27.06185913,427389008,0.065373997,200,200.HK,3,0200.HK
158 HK Equity,MELBOURNE ENTERP,üU¬__‘üê,3462500096,138.5,17.62086487,5.055475235,229433000,7.860000223,158,158.HK,3,0158.HK
376 HK Equity,REORIENT GROUP,áç»F_¡_ë,16315487232,6.800000191,,-31.03447914,97543000,-0.213716,376,376.HK,3,0376.HK
547 HK Equity,DIGITAL DOMAIN,_®_r__¡ê,6472565248,0.600000024,,17.64706612,527341024,-0.015719,547,547.HK,3,0547.HK
618 HK Equity,PKU RESOURCES,´__jüêá_,2215652096,0.370000005,,-21.27659416,7804285952,-0.039797004,618,618.HK,3,0618.HK
201 HK Equity,MAGNIFICENT HOTE,µ¯_j¡s©±,1610469248,0.180000007,16.21621704,-14.69193745,444506016,0.0161,201,201.HK,3,0201.HK
198 HK Equity,SMI HOLDINGS,ÂPÂŸ±±»„,9455199232,0.699999988,22.44236946,-23.91304588,2924085888,0.031191001,198,198.HK,3,0198.HK
263 HK Equity,GT GROUP HOLDING,¡»«I_¡_ë±±»„,381632896,0.49000001,0.583455622,-34.66666412,179653008,0.689823985,263,263.HK,3,0263.HK
194 HK Equity,LIU CHONG INV,_ù__À_´¿á~,3301247488,8.720000267,8.057109833,-3.453624964,1211683968,1.08227402,194,194.HK,3,0194.HK
226 HK Equity,LIPPO LTD,_O€_,2317824000,4.699999809,3.821137905,16.88027573,3994619904,1.230000041,226,226.HK,3,0226.HK
494 HK Equity,LI & FUNG LTD,_Qå_,36102270976,4.289999962,10.95223141,-18.5958252,1.46E+11,0.390889573,494,494.HK,3,0494.HK
307 HK Equity,UP ENERGY DEVELO,ËuÂ£øˆá_µo¨i,562775936,0.123999998,,-72.13483429,166415000,-0.201099999,307,307.HK,3,0307.HK
68 HK Equity,LEE HING,_QÀ_µo¨i,898324352,6.099999905,,-13.14133549,37394000,-0.036679998,68,68.HK,2,0068.HK
738 HK Equity,LE SAUNDA,µ†_ü«µ__,1185903744,1.679999948,5.530420303,-5.61797905,1621414208,0.181137994,738,738.HK,3,0738.HK
230 HK Equity,MINMETALS LAND,__€qÇ¯_],2775751424,0.829999983,9.972006798,-7.777777195,7253265920,0.083232997,230,230.HK,3,0230.HK
411 HK Equity,LAM SOON HONG KG,Çn__(_È«_),1654808320,6.800000191,10.69182396,20.82999802,4624058112,0.636000007,411,411.HK,3,0411.HK
488 HK Equity,LAI SUN DEV,€Rásµo¨i,3015910912,0.100000001,0.982992768,-12.34903145,1846967040,0.101730148,488,488.HK,3,0488.HK
190 HK Equity,HKC HOLDINGS LTD,_È«_Ç¯_],1811257344,0.136999995,,-16.96970367,1273400000,-0.043414998,190,190.HK,3,0190.HK
62 HK Equity,TRANSPORT INTL,üŸ_q¡êÈò±±»„,8456245760,20.95000076,13.43186474,1.452790022,7779930112,1.559723973,62,62.HK,2,0062.HK
280 HK Equity,KING FOOK HLDGS,«__…_¡_ë,603009280,0.660000026,,0,751055008,-0.173087824,280,280.HK,3,0280.HK
499 HK Equity,QINGDAO HLDGS,ÇC¨q±±»„,519247744,1.039999962,50,-7.142860889,6401000,0.0208,499,499.HK,3,0499.HK
185 HK Equity,ZH INTERNATIONAL,´Àùò¡êÈò±±»„,1286159360,0.238999993,,0,56896000,-0.025293,185,185.HK,3,0185.HK
174 HK Equity,GEMINI INV,_±Âv_‘üê,450990016,1,,-9.090910912,22633000,-2.520435989,174,174.HK,3,0174.HK
184 HK Equity,KECK SENG INVEST,ÀE_¬_‘üê,2173878016,6.389999866,9.495589256,-0.156253576,1939566976,0.672944009,184,184.HK,3,0184.HK
181 HK Equity,FUJIAN HOLDINGS,Èï«_±±»„,340577984,0.425000012,,-1.162789583,25706315,-0.004392,181,181.HK,3,0181.HK
730 HK Equity,SHOUGANG GRAND,__»¿´|_è,734852928,0.275000006,,-25.67567444,63166000,-0.018033,730,730.HK,3,0730.HK
180 HK Equity,KADER HLDGS CO,_}_F_¡_ë,693929216,0.730000019,2.859034061,-6.410250664,893446976,0.130599996,180,180.HK,3,0180.HK
173 HK Equity,K WAH INTL HLDGS,_Åµ¯¡êÈò,10649239552,3.75,7.796257496,12.27545166,4720486912,0.479999989,173,173.HK,3,0173.HK
567 HK Equity,DAISHO MICROLINE,_j©ÖáL_u_¡_ë,557082816,1.159999967,22.92490196,0,238802000,0.050599996,567,567.HK,3,0567.HK
647 HK Equity,JOYCE BOUTIQUE,Joyce Boutique,527800000,0.324999988,,-9.722229004,1254344960,-0.0208,647,647.HK,3,0647.HK
179 HK Equity,JOHNSON ELEC H,_w©Ö_q_Ö±±»„,17928429568,20.39999962,11.39287281,-23.16384125,17345795354,1.547427009,179,179.HK,3,0179.HK
137 HK Equity,JINHUI HLDGS CO,»Ö_Ö_¡_ë,519683680,0.980000019,,-6.666660786,799037984,-3.174536891,137,137.HK,3,0137.HK
626 HK Equity,PUBLIC FINANCIAL,_j__»ÖÀ€±±»„,3754878208,3.420000076,8.884847641,-3.969897032,1919105024,0.384925008,626,626.HK,3,0626.HK
343 HK Equity,CULTURECOM HLDGS,_Œ_®_‚ÇH,1450412416,1.190000057,,-11.1940279,27143000,-0.093296003,343,343.HK,3,0343.HK
175 HK Equity,GEELY AUTOMOBILE,_N_Q¬T¬¨,33712566272,3.829999924,12.58208942,-7.263926983,37160822056,0.317769358,175,175.HK,3,0175.HK
172 HK Equity,GOLDBOND GROUP H,»Ö_]_¡_ë,731906880,0.264999986,7.464788437,-20.89552879,62164000,0.035499999,172,172.HK,3,0172.HK
286 HK Equity,COMMON SPLENDOR,_P¬ë¡á±d,1713528320,0.660000026,60.00000381,-2.941173553,530290000,0.0135,286,286.HK,3,0286.HK
27 HK Equity,GALAXY ENTERTAIN,Èé»e¨T_…,1.04E+11,24.35000038,24.91420746,0.129330233,50990813184,0.97735399,27,27.HK,2,0027.HK
171 HK Equity,SILVER GRANT INT,ÈéÇ¯¡êÈò,1936073728,0.839999974,,-18.44660187,337242000,-0.028884998,171,171.HK,3,0171.HK
152 HK Equity,SHENZ INTL HLDG,_`_`¡êÈò,21764136960,11.46000004,9.904250145,-16.67428398,6738397184,1.157079041,152,152.HK,3,0152.HK
729 HK Equity,FDG EVEHICLES,__Ës_q¡æ¬¨,9993428992,0.455000013,,-5.208328247,301627008,-0.004757,729,729.HK,3,0729.HK
351 HK Equity,ASIA ENERGY LOGI,¬éÂwøˆá_»ÇÂy,850366464,0.059999999,,-46.90265656,21922000,-0.021528,351,351.HK,3,0351.HK
167 HK Equity,IDT INTL LTD,üUÇå¡êÈò,623998336,0.239999995,,-32.39436722,819200000,-0.046042999,167,167.HK,3,0167.HK
155 HK Equity,CHINA SOLAR ENER,__¡êá__Z,276934720,0.180000007,,0,180499000,-0.101320003,155,155.HK,3,0155.HK
450 HK Equity,HUNG HING PRINT,åEÀ__L¬ê_¡_ë,871550400,0.959999979,22.80610085,-8.571426392,3036932992,0.042094,450,450.HK,3,0450.HK
164 HK Equity,REX GLOBAL ENTER,±sËò¨T_…,10743874560,0.330000013,,29.41177177,125973000,-0.0059,164,164.HK,3,0164.HK
404 HK Equity,HSIN CHONG GROUP,ás©Ö_¡_ë±±»„,4485971456,0.790000021,1.691960454,2.597407818,15018872832,0.466914013,404,404.HK,3,0404.HK
54 HK Equity,HOPEWELL HLDGS,_X©M_êá~,20789155840,23.89999962,5.890732765,-12.25662518,1977586048,4.057219982,54,54.HK,2,0054.HK
412 HK Equity,CHINA INNOVATIVE,__¡êás»ÖÀ€,14096627712,0.730000019,,-12.04818916,9119000,-0.03335,412,412.HK,3,0412.HK
47 HK Equity,HOP HING GROUP,_XÀ__¡_ë,976831872,0.097000003,14.68584442,-19.16666222,2050052992,0.006605,47,47.HK,2,0047.HK
156 HK Equity,LIPPO CHINA RES,_O€_µ¯_’,2158924544,0.234999999,27.01148796,-12.26667023,2663396992,0.008700002,156,156.HK,3,0156.HK
154 HK Equity,BEIJING DEV (HK),´_¬æµo¨i(_È«_),2340561920,1.559999943,32.91347504,-11.86440945,1246705976,0.055551998,154,154.HK,3,0154.HK
207 HK Equity,JOY CITY PPT,_j¨¨Ç¡_a_£,14515747840,1.019999981,14.81581783,-13.5593195,6620366298,0.072199691,207,207.HK,3,0207.HK
149 HK Equity,CH AGRI-PROD EX,__¡ê_A_£Ç~´_©_,494421472,0.425000012,,11.84210968,365192000,-2.08465293,149,149.HK,3,0149.HK
121 HK Equity,CP LOTUS CORP,_Rüç_Â»‡,1630822656,0.148000002,,-23.71134186,13160166903,-0.000938551,121,121.HK,3,0121.HK
50 HK Equity,HONG KG FERR,_È«__p_Ÿ(_¡_ë),3192214016,8.960000038,16.66806221,-2.608693123,1067656000,0.537555002,50,50.HK,2,0050.HK
147 HK Equity,CHAOYUE GROUP,_W_V_¡_ë,10090707968,0.529999971,,-15.87302017,64212000,-0.0138,147,147.HK,3,0147.HK
145 HK Equity,HONG KG BLDG &LN,_È«_Ç¯Çë_U«ò,499742560,0.25999999,,-35.80247116,33072000,-0.52260001,145,145.HK,3,0145.HK
44 HK Equity,HONG KG AIRCRAFT,_È«__ü_Ö_uµ{,8407720960,50.54999924,18.10148239,-4.765179157,12095000064,2.792588949,44,44.HK,2,0044.HK
45 HK Equity,HK&S HOTELS,_j¡s©±,12683367424,8.220000267,12.64514256,-3.178230524,5740999936,0.650052011,45,45.HK,2,0045.HK
3 HK Equity,HONG KG CHINA GS,_È«___µ¯á„¨_,1.67E+11,14.42000008,22.8324604,-5.131577492,29591300096,0.631557018,3,3.HK,1,0003.HK
160 HK Equity,HON KWOK LAND IN,_~¡êümá~,2089244928,2.900000095,0.962587833,7.407409191,757605024,3.012712121,160,160.HK,3,0160.HK
372 HK Equity,ITC CORP LTD,_w_È´¿á~,1033945984,0.620000005,3.577714443,-8.823529243,15287000,0.173294999,372,372.HK,3,0372.HK
480 HK Equity,HKR INTL LTD,_È«_À_á~¡êÈò,4212856064,3.119999886,4.488517284,-12.60504341,4976699904,0.695106998,480,480.HK,3,0480.HK
655 HK Equity,HONGKONG CHINESE,_È«_µ¯_H,3037385728,1.519999981,3.989501238,16.01730919,1340468064,0.380999997,655,655.HK,3,0655.HK
608 HK Equity,HIGH FASHION INT,_F_Q¡êÈò,672353920,2.200000048,6.600660324,-9.090909958,2678240000,0.152200002,608,608.HK,3,0608.HK
114 HK Equity,HERALD HLDG LTD,À__Q_¡_ë,632615296,1.049999952,41.33858109,-4.545461178,1376136000,0.0254,114,114.HK,3,0114.HK
97 HK Equity,HENDERSON INV,Ç’¡˜µo¨i,1950289536,0.639999986,8.334527016,3.225803375,879000000,0.147000004,97,97.HK,2,0097.HK
715 HK Equity,CHINA OCEANWIDE,__»x±±»„,15174093824,0.939999998,73.33437347,-9.615381241,96659000,0.012818,715,715.HK,3,0715.HK
51 HK Equity,HARBOUR CENTRE,¨Ÿ«_´¿á~,9284625408,13.10000038,7.547700882,2.317106724,5048000000,1.735627949,51,51.HK,2,0051.HK
256 HK Equity,CITYCHAMP,ÇaÇ¡€çÀ_ø]€_,5909422080,1.360000014,19.59654236,3.816799402,3476353920,0.069400001,256,256.HK,3,0256.HK
455 HK Equity,TIANDA PHARMA,_„_jÌ€á~,1096824320,0.50999999,,1.999998093,175378192,-0.0034,455,455.HK,3,0455.HK
275 HK Equity,HANNY HLDGS LTD,ËAÀ__¡_ë,1668715904,0.330000013,8.963728905,-58.0644722,119413000,0.036815035,275,275.HK,3,0275.HK
11 HK Equity,HANG SENG BANK,ùò´êÈé__,2.58E+11,134.6999969,9.470891953,-4.137022495,51498999808,14.22252488,11,11.HK,2,0011.HK
144 HK Equity,CHINA MER HOLD,©ó¡î__¡êÈò,53794852864,20.70000076,13.32616711,-16.02433586,8232999936,1.553334951,144,144.HK,3,0144.HK
53 HK Equity,GUOCO GROUP LTD,¡êøE_¡_ë,27475789824,83.5,4.885823727,-0.35377717,23575202999,17.05609521,53,53.HK,2,0053.HK
123 HK Equity,YUEXIU PROPERTY,_V¬q_a_£,12153280512,0.980000019,10.12067699,-26.86567116,27178968850,0.102259152,123,123.HK,3,0123.HK
270 HK Equity,GUANGDONG INVEST,üf¨Ÿ_‘üê,67392348160,10.76000023,17.2292881,-2.003636837,9171958784,0.624518007,270,270.HK,3,0270.HK
689 HK Equity,EPI (HOLDINGS) L,»¿ÂÍ_¡_ë,650701120,0.149000004,,-21.98952675,66571000,-0.121507789,689,689.HK,3,0689.HK
141 HK Equity,GREAT CHINA HLDG,_j__µ¯_¡_ë,2135348864,8.159999847,1285.040161,34.87602615,1191819008,0.006349996,141,141.HK,3,0141.HK
106 HK Equity,LANDSEA GREEN PR,¨ïü…_–_‰_a_£,2585596928,0.660000026,3.532254696,-9.589039803,1979299066,0.194107541,106,106.HK,3,0106.HK
533 HK Equity,GOLDLION HLDG,»Ö_Q¬î_¡_ë,2975805440,3.029999971,7.404492855,-3.809527636,1509640000,0.409210995,533,533.HK,3,0533.HK
677 HK Equity,GOLDEN RES DEV,»Öá__íá~,703178688,0.414999992,21.39175415,-7.777777195,1004918016,0.019399999,677,677.HK,3,0677.HK
674 HK Equity,CULTURE LANDMARK,_Œ_®_a___‘üê,326926176,0.455000013,,-33.08823395,124737256,-0.527695991,674,674.HK,3,0674.HK
40 HK Equity,GOLD PEAK IND,»Ö_s_uá~,612060480,0.779999971,11.62444115,-8.235300064,5881092864,0.067099999,40,40.HK,2,0040.HK
571 HK Equity,ESUN HOLDINGS,å__w€R±±»„,671334592,0.540000021,2.138216019,-16.92307091,3449198976,0.252547001,571,571.HK,3,0571.HK
709 HK Equity,GIORDANO INTL,_›__´£¡êÈò,5559196672,3.539999962,13.06273079,-2.479342937,5380999936,0.270999998,709,709.HK,3,0709.HK
639 HK Equity,SHOUGANG FUSHAN,__À_üêá_,6150131712,1.159999967,,15.99999619,1996628992,-0.078544,639,639.HK,3,0639.HK
2971 HK Equity,HUSCOKE RESOURCE,©M_Åüêá_±±»„,225815680,0.224999994,,-25,461384000,-0.119740001,2971,2971.HK,4,2971.HK
755 HK Equity,SHANGHAI ZENDAI,_W¨Ÿµ__j,2529489664,0.170000002,,-29.46057892,1787475008,-0.064346999,755,755.HK,3,0755.HK
420 HK Equity,FOUNTAIN SET HLD,_…´__êá~,1048373440,0.870000005,10.19391918,-2.247188807,6653051136,0.081999999,420,420.HK,3,0420.HK
641 HK Equity,CHTC FONG'S,ùò_„´§ÇH,2183727360,1.980000019,10.05586624,-21.73912811,3223012096,0.196900005,641,641.HK,3,0641.HK
